source_name,url,record_type,primary_topic,secondary_topic,targeting_type,follower_tier,content_style,mainstream_flag,pod,youtube,facebook,x,instagram,tiktok,substack,online,rumble,telegram,cable,radio,TSP,CEC,TC,WE,PP,HF,PFF,HHN,MFL,VS,UCP,FJP,HCP,HAD,HCI,GHI,reach_score,uniqueness_score,recognition_score,scale_fit_score,strategic_priority,field_eligible,field_eligible_relaxed,track
Fox News,foxnews.com,source,Political news and commentary,,Broad,mega,activist,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,GOP
MSNBC,msnbc.com,source,Political news and commentary,,Broad,mega,activist,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3,2,0,0,0,DEM
CNN,cnn.com,source,Political news and commentary,,Broad,mega,activist,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,3,2,0,0,0,DEM
NPR,npr.org,source,Political news and commentary,,Broad,mega,activist,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,3,2,0,0,0,DEM
New York Times,nytimes.com,source,Political news and commentary,,Addressable,mega,activist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1,3,2,9,0,0,DEM
Washington Post,washingtonpost.com,source,Political news and commentary,,Addressable,mega,activist,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1,3,2,9,0,0,DEM
Wall Street Journal,wsj.com,source,Political news and commentary,,Addressable,mega,activist,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,11,0,0,GOP
Joe Rogan Experience,spotify.com/jre,both,Political news and commentary,,Sponsorship,mega,entertainment,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,3,3,9,0,0,GOP
USA Today,usatoday.com,source,Political news and commentary,,Addressable,mega,activist,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,3,3,11,0,0,BOTH
National Review,nationalreview.com,source,Political news and commentary,,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,10,1,1,GOP
The Dispatch,thedispatch.com,source,Political news and commentary,Faith and values,Sponsorship,macro,activist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,3,9,1,1,BOTH
The Bulwark,thebulwark.com,source,Political news and commentary,,Sponsorship,micro,activist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,9,0,1,GOP
The Hill,thehill.com,source,Political news and commentary,Health policy,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,10,1,1,GOP
RealClearPolitics,realclearpolitics.com,source,Political news and commentary,,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,10,1,1,GOP
Washington Examiner,washingtonexaminer.com,source,Political news and commentary,,Addressable,macro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,10,1,1,GOP
Townhall,townhall.com,source,Political news and commentary,Faith and values,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
The Federalist,thefederalist.com,source,Political news and commentary,Faith and values,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,10,1,1,GOP
American Conservative,theamericanconservative.com,source,Political news and commentary,,Addressable,micro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,1,3,9,0,1,GOP
Compact Magazine,compactmag.com,source,Political news and commentary,,Addressable,micro,entertainment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,1,3,10,0,1,GOP
American Greatness,amgreatness.com,source,Political news and commentary,,Addressable,micro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,3,9,0,1,GOP
The Daily Wire,dailywire.com,source,Political news and commentary,,Sponsorship,mega,activist,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3,3,9,1,1,GOP
The Dan Bongino Show,bongino.com,source,Political news and commentary,,Sponsorship,mega,activist,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3,3,9,1,1,GOP
Tucker Carlson Network,tuckercarlson.com,both,Political news and commentary,,Addressable,mega,activist,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,3,1,3,3,10,1,1,GOP
War Room with Steve Bannon,warroom.org,source,Political news and commentary,Health policy,Sponsorship,mega,activist,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,1,3,3,9,1,1,GOP
Breitbart News,breitbart.com,source,Political news and commentary,,Addressable,mega,activist,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,3,3,11,1,1,GOP
The Epoch Times,theepochtimes.com,source,Political news and commentary,,Addressable,macro,activist,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,3,10,1,1,GOP
Glenn Beck  (Blaze Media),blazemedia.com,source,Political news and commentary,Faith and values,Sponsorship,mega,entertainment,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,3,3,10,1,1,GOP
Turning Point USA ,charliekirk.com,both,Political news and commentary,,Sponsorship,mega,activist,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,10,1,1,GOP
The Megyn Kelly Show,siriusxm.com/megyn-kelly,both,Political news and commentary,,Sponsorship,macro,entertainment,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,3,10,1,1,GOP
Real America's Voice,realamericasvoice.com,source,Political news and commentary,,Addressable,macro,activist,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,3,10,1,1,GOP
Newsmax,newsmax.com,source,Political news and commentary,,Broad,macro,activist,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,3,0,0,0,GOP
Salem Radio Network,salemnetwork.com,source,Political news and commentary,Faith and values,Broad,macro,activist,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,GOP
Hugh Hewitt Show,hughhewitt.com,source,Political news and commentary,,Broad,micro,activist,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,GOP
Ben Shapiro Show,dailywire.com/ben-shapiro,both,Political news and commentary,,Sponsorship,mega,activist,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,11,1,1,GOP
Reason Magazine,reason.com,source,Political news and commentary,Health policy,Addressable,macro,activist,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,3,11,1,1,GOP
Ron Paul Liberty Report,ronpaulinstitute.org,source,Political news and commentary,,Addressable,micro,activist,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,3,10,0,1,GOP
Racket News  (Matt Taibbi),racket.news,both,Political news and commentary,,Sponsorship,macro,entertainment,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,3,3,11,1,1,BOTH
The Free Press  (Bari Weiss),thefp.com,both,Political news and commentary,,Sponsorship,macro,entertainment,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,3,3,10,1,1,BOTH
Unherd,unherd.com,source,Political news and commentary,,Addressable,micro,entertainment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2,1,2,8,0,1,BOTH
Cato Daily Podcast,cato.org,source,Political news and commentary,Health policy,Sponsorship,micro,activist,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,3,9,0,1,GOP
Jordan Peterson Podcast,jordanpeterson.com,both,Political news and commentary,Faith and values,Sponsorship,mega,entertainment,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,3,3,10,1,1,GOP
Pod Save America,crooked.com,source,Political news and commentary,Health policy,Sponsorship,mega,activist,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,3,3,11,1,1,DEM
The Young Turks,tyt.com,source,Political news and commentary,,Addressable,mega,activist,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,12,1,1,DEM
Democracy Now,democracynow.org,source,Political news and commentary,,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,3,11,1,1,DEM
The Intercept,theintercept.com,source,Political news and commentary,,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,3,11,1,1,DEM
Jacobin,jacobin.com,source,Political news and commentary,Worker and economic issues,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,11,1,1,DEM
The Nation,thenation.com,source,Political news and commentary,Worker and economic issues,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,2,3,11,1,1,DEM
Mehdi Hasan Show,mehdihasan.substack.com,source,Political news and commentary,,Sponsorship,,activist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,3,8,0,0,DEM
Zeteo  (Mehdi Hasan),zeteo.com,source,Political news and commentary,,Sponsorship,macro,activist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,3,10,1,1,DEM
Bad Faith Podcast,badfaithpodcast.com,source,Political news and commentary,Health policy,Sponsorship,,community,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,3,8,0,0,DEM
American Prospect,prospect.org,source,Political news and commentary,Worker and economic issues,Addressable,micro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,1,3,10,0,1,DEM
In These Times,inthesetimes.com,source,Political news and commentary,Worker and economic issues,Addressable,micro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,2,1,3,9,0,1,BOTH
Politico,politico.com,source,Political news and commentary,Health policy,Addressable,,activist,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,3,7,0,0,BOTH
Axios,axios.com,source,Political news and commentary,Health policy,Addressable,,activist,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,3,7,0,0,BOTH
The Atlantic,theatlantic.com,source,Political news and commentary,,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,2,1,8,1,1,DEM
Vox,vox.com,source,Political news and commentary,Health policy,Addressable,macro,activist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,2,2,9,1,1,DEM
KFF Health News,kffhealthnews.org,source,Health policy,,Addressable,macro,educational,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,2,3,9,1,1,BOTH
STAT News,statnews.com,source,Health policy,Science and medical research,Addressable,macro,educational,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,2,3,9,1,1,BOTH
Health Affairs,healthaffairs.org,source,Health policy,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,3,9,0,1,DEM
Axios Health,axios.com/health,source,Health policy,,Addressable,macro,educational,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,3,9,1,1,BOTH
Politico Health Care,politico.com/health-care,source,Health policy,,Addressable,macro,educational,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,3,9,1,1,BOTH
The Commonwealth Fund,commonwealthfund.org,source,Health policy,,Addressable,,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,9,0,0,DEM
Health Care Dive,healthcaredive.com,source,Health policy,Health technology and innovation,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,3,9,0,1,DEM
Modern Healthcare,modernhealthcare.com,source,Health policy,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,3,9,0,1,BOTH
Benefits Pro,benefitspro.com,source,Health policy,Worker and economic issues,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,1,3,9,0,1,BOTH
Employee Benefit News,benefitnews.com,source,Health policy,Worker and economic issues,Addressable,,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,3,8,0,0,BOTH
Peterson-KFF Health Tracker,healthsystemtracker.org,source,Health policy,,Addressable,,educational,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,3,8,0,0,DEM
Urban Institute Health Policy,urban.org/health,source,Health policy,,Addressable,,educational,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,0,3,8,0,0,DEM
Center on Budget and Policy,cbpp.org,source,Health policy,Worker and economic issues,Addressable,,educational,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,2,0,3,8,0,0,DEM
Families USA,familiesusa.org,source,Health policy,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,1,3,9,0,1,DEM
Heritage Foundation Health,heritage.org/health-care,source,Health policy,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,10,0,1,GOP
American Enterprise Institute Health,aei.org/health,source,Health policy,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,10,0,1,GOP
Mercatus Center Health Policy,mercatus.org,source,Health policy,,Addressable,,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,3,9,0,0,GOP
The Health Care Blog,thehealthcareblog.com,source,Health policy,Health technology and innovation,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,1,3,9,0,1,BOTH
Physicians for National Health,pnhp.org,source,Health policy,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,3,10,0,1,DEM
Community Catalyst,communitycatalyst.org,source,Health policy,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,1,3,10,0,1,DEM
Center for American Progress Health,americanprogress.org/health,source,Health policy,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,2,1,3,9,0,1,DEM
Brownstone Institute,brownstone.org,source,Health policy,Vaccines and immunization,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,1,3,10,0,1,GOP
AIER Health,aier.org/health,source,Health policy,,Addressable,,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,3,9,0,0,GOP
The Medicare Podcast,medicaremd.com,source,Medicare and senior health,,Sponsorship,micro,educational,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,6,0,1,BOTH
Medicare Interactive,medicareinteractive.org,source,Medicare and senior health,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,2,9,0,1,DEM
Senior Planet  (OATS),seniorplanet.org,source,Medicare and senior health,Health technology and innovation,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,3,10,0,1,DEM
Sixty and Me,sixtyandme.com,source,Medicare and senior health,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,2,9,0,1,DEM
National Council on Aging,ncoa.org,source,Medicare and senior health,Health policy,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,1,2,8,0,1,DEM
LeadingAge,leadingage.org,source,Medicare and senior health,Health policy,Addressable,,educational,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,9,0,0,DEM
Alliance for Retired Americans,retiredamericans.org,source,Medicare and senior health,Worker and economic issues,Addressable,,educational,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,2,0,2,7,0,0,BOTH
Gray Panthers,graypanthers.org,source,Medicare and senior health,Health policy,Addressable,,educational,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,3,9,0,0,DEM
Caregiver Action Network,caregiveraction.org,source,Medicare and senior health,,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,1,1,7,0,1,DEM
The Senior List Podcast,theseniorlist.com,source,Medicare and senior health,,Sponsorship,,educational,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,2,7,0,0,DEM
Your Local Epidemiologist,yourlocalepidemiologist.substack.com,both,Vaccines and immunization,Science and medical research,Sponsorship,macro,educational,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,3,3,10,1,1,DEM
CHOP Vaccine Education Center,chop.edu/vaccine-education,source,Vaccines and immunization,Science and medical research,Addressable,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,2,1,3,9,0,1,DEM
Immunize.org,immunize.org,source,Vaccines and immunization,,Addressable,,educational,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,9,0,0,DEM
Paul Offit ,chop.edu/paul-offit,source,Vaccines and immunization,Science and medical research,Addressable,,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,0,3,9,0,0,DEM
Vax Populi Substack,vaxpopuli.substack.com,source,Vaccines and immunization,Science and medical research,Sponsorship,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,3,8,0,0,DEM
CDC Vaccine Communications,cdc.gov/vaccines,source,Vaccines and immunization,,Addressable,macro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,11,1,1,BOTH
The Highwire  (Del Bigtree),thehighwire.com,both,Vaccines and immunization,,Organic,macro,educational,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3,3,9,1,1,GOP
Children's Health Defense,childrenshealthdefense.org,source,Vaccines and immunization,,Organic,mega,educational,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3,3,9,1,1,GOP
Dr. Sherri Tenpenny,drtenpenny.com,source,Vaccines and immunization,,Organic,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
America's Frontline Doctors,aflds.org,source,Vaccines and immunization,,Organic,macro,educational,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,3,8,1,1,GOP
Dr. Mercola,mercola.com,both,Vaccines and immunization,Natural and alternative health,Organic,macro,educational,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,3,3,10,1,1,GOP
Steve Kirsch Substack,kirschsubstack.com,source,Vaccines and immunization,,Organic,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
Epoch Health,theepochtimes.com/health,source,Vaccines and immunization,Natural and alternative health,Addressable,,educational,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,2,0,3,8,0,0,GOP
Health Impact News,healthimpactnews.com,source,Vaccines and immunization,,Organic,,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
Informed Consent Action Network,icandecide.org,source,Vaccines and immunization,,Organic,macro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,3,9,1,1,GOP
World Council for Health,worldcouncilforhealth.org,source,Vaccines and immunization,,Organic,,educational,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
Dr. Paul Thomas  (Integrative Pediatrics),drpaulthomasmd.com,source,Vaccines and immunization,,Organic,,educational,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
Vaccine Choice Canada ,vaccinechoicecanada.com,source,Vaccines and immunization,,Organic,,educational,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,3,7,0,0,GOP
Mark Hyman  (Doctor's Farmacy),drhyman.com,both,Natural and alternative health,Nutrition and diet,Sponsorship,macro,lifestyle,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,3,2,9,1,1,BOTH
Dr. Josh Axe,draxe.com,both,Natural and alternative health,Supplements and vitamins,Addressable,macro,lifestyle,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
Wellness Mama,wellnessmama.com,both,Natural and alternative health,Nutrition and diet,Sponsorship,macro,lifestyle,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,3,11,1,1,GOP
mindbodygreen,mindbodygreen.com,source,Natural and alternative health,,Addressable,mega,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,3,2,11,1,1,BOTH
Goop  (Gwyneth Paltrow),goop.com,source,Natural and alternative health,,Addressable,mega,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,12,1,1,GOP
The Model Health Show,themodelhealthshow.com,source,Natural and alternative health,Nutrition and diet,Sponsorship,macro,educational,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,3,9,1,1,GOP
Functional Medicine for Life,ifm.org,source,Natural and alternative health,,Addressable,,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,3,9,0,0,GOP
Natural Health 365,naturalhealth365.com,source,Natural and alternative health,Vaccines and immunization,Organic,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,3,8,0,1,GOP
GreenMedInfo,greenmedinfo.com,source,Natural and alternative health,Vaccines and immunization,Organic,micro,educational,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,3,8,0,1,GOP
